title,journal,year,citation,citation_per_year,author,URL
The self‐evidencing brain,Noûs,2016,386,64,['J Hohwy'],https://philarchive.org/archive/HOHTSB
Bayesian image quality transfer with CNNs: exploring uncertainty in dMRI super-resolution,… Conference on Medical …,2017,100,20,"['R Tanno', 'DE Worrall', 'A Ghosh', 'E Kaden']",https://arxiv.org/pdf/1705.00664
Bayesian reverse-engineering considered as a research strategy for cognitive science,Synthese,2016,50,8,"['C Zednik', 'F Jäkel']",http://philsci-archive.pitt.edu/12336/1/Bayesian_Reverse_Engineering.pdf
The Relevance Voxel Machine (RVoxM): a Bayesian method for image-based prediction,International Conference on Medical Image …,2011,31,2,"['MR Sabuncu', 'K Van Leemput']",https://link.springer.com/content/pdf/10.1007/978-3-642-23626-6_13.pdf
Classification of newborn EEG maturity with Bayesian averaging over decision trees,Expert Systems with Applications,2012,19,1,"['V Schetinin', 'L Jakaite']",https://uobrep.openrepository.com/bitstream/handle/10547/293063/schetinin%20ES.pdf?sequence=1&isAllowed=y
Bayesian perceptual psychology,The oxford handbook of philosophy of …,2015,137,19,['M Rescorla'],http://boccignone.di.unimi.it/PMP_2018_files/Rescorla_Rescorla_2013__Bayesian_Perceptual_Psychology.pdf
Bayesian motion estimation accounts for a surprising bias in 3D vision,Proceedings of the …,2008,55,3,"['AE Welchman', 'JM Lam']",https://www.pnas.org/content/pnas/105/33/12087.full.pdf
Bayesian parameter estimation and segmentation in the multi-atlas random orbit model,PloS one,2013,137,15,"['X Tang', 'K Oishi', 'AV Faria', 'AE Hillis', 'MS Albert', 'S Mori']",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0065591
Comparing Bayesian models for multisensory cue combination without mandatory integration,NA,2009,86,6,"['UR Beierholm', 'L Shams', 'KP Kording', 'WJ Ma']",https://authors.library.caltech.edu/65749/1/3207-comparing-bayesian-models-for-multisensory-cue-combination-without-mandatory-integration.pdf
A hierarchical Bayesian framework for multimodal active perception,Adaptive Behavior,2012,29,2,"['JF Ferreira', 'M Castelo-Branco', 'J Dias']",https://www.researchgate.net/profile/Joao_Filipe_Ferreira/publication/225082256_A_hierarchical_Bayesian_framework_for_multimodal_active_perception/links/0912f500d9954775e5000000/A-hierarchical-Bayesian-framework-for-multimodal-active-perception.pdf
A Bayesian model of context-sensitive value attribution,Elife,2016,23,3,"['F Rigoli', 'KJ Friston', 'C Martinelli', 'M Selaković']",https://elifesciences.org/articles/16127.pdf
Bayesian prediction and evaluation in the anterior cingulate cortex,Journal of …,2013,162,18,"['JS Ide', 'P Shenoy', 'JY Angela']",https://www.jneurosci.org/content/jneuro/33/5/2039.full.pdf
cudaBayesreg: Bayesian Computation in CUDA.,R Journal,2010,21,1,['A Ferreira da Silva'],https://svn.r-project.org/Rjournal/trunk/html/_site/archive/2010-2/RJournal_2010-2_Ferreira~da~Silva.pdf
MEG source localization under multiple constraints: an extended Bayesian framework,NeuroImage,2006,225,14,"['J Mattout', 'C Phillips', 'WD Penny', 'MD Rugg', 'KJ Friston']",https://www.fil.ion.ucl.ac.uk/~karl/MEG%20source%20localization%20under%20multiple%20constraints%20An%20extended%20Bayesian%20framework.pdf
Iterative Bayesian estimation as an explanation for range and regression effects: a study on human path integration,Journal of Neuroscience,2011,151,13,"['FH Petzschner', 'S Glasauer']",https://www.jneurosci.org/content/jneuro/31/47/17220.full.pdf
Bayesian sampling in visual perception,Proceedings of the …,2011,148,13,"['R Moreno-Bote', 'DC Knill']",https://www.pnas.org/content/pnas/108/30/12491.full.pdf
A framework for group analysis of fMRI data using dynamic Bayesian networks,2007 29th Annual International …,2007,10,0,"['J Li', 'ZJ Wang', 'MJ McKeown']",https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.408.5735&rep=rep1&type=pdf
Disentangling micro from mesostructure by diffusion MRI: a Bayesian approach,Neuroimage,2017,109,21,"['M Reisert', 'E Kellner', 'B Dhital', 'J Hennig', 'VG Kiselev']",https://www.sciencedirect.com/science/article/pii/S1053811916305353
Development of a Bayesian estimator for audio-visual integration: a neurocomputational study,Frontiers in …,2017,12,2,"['M Ursino', 'A Crisafulli', 'G Di Pellegrino']",https://www.frontiersin.org/articles/10.3389/fncom.2017.00089/full
Bayesian discovery of multiple Bayesian networks via transfer learning,2013 IEEE 13th International Conference on …,2013,20,2,"['D Oyen', 'T Lane']",https://arxiv.org/pdf/1307.2312
Brain-coupled interaction for semi-autonomous navigation of an assistive robot,Robotics and …,2010,127,10,"['X Perrin', 'R Chavarriaga', 'F Colas', 'R Siegwart']",https://infoscience.epfl.ch/record/149091/files/PerrinChCoSiMi10.pdf
A bayesian multiple kernel learning algorithm for ssvep bci detection,IEEE journal of …,2018,12,3,"['VP Oikonomou', 'S Nikolopoulos']",https://www.researchgate.net/profile/Spiros_Nikolopoulos/publication/328521010_A_Bayesian_Multiple_Kernel_Learning_Algorithm_for_SSVEP_BCI_detection/links/5c7a81a592851c69504d7aad/A-Bayesian-Multiple-Kernel-Learning-Algorithm-for-SSVEP-BCI-detection.pdf
Bayesian estimation of cerebral perfusion using reduced-contrast-dose dynamic susceptibility contrast perfusion at 3T,American Journal …,2015,16,2,"['K Nael', 'B Mossadeghi', 'T Boutelier']",http://www.ajnr.org/content/ajnr/36/4/710.full.pdf
The mirror-neuron system: a Bayesian perspective,Neuroreport,2007,277,18,"['JM Kilner', 'KJ Friston', 'CD Frith']",http://www.fil.ion.ucl.ac.uk/~jkilner/publications/free_energy_neuroreport.pdf
Bayesian characterization of uncertainty in intra-subject non-rigid registration,Medical image …,2013,57,6,"['P Risholm', 'F Janoos', 'I Norton', 'AJ Golby']",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3687087/
Multiclass sparse Bayesian regression for fMRI-based prediction,International journal of …,2011,14,1,"['V Michel', 'E Eger', 'C Keribin', 'B Thirion']",https://www.hindawi.com/journals/ijbi/2011/350838/abs/
Bayesian interpolation,Neural computation,1992,4855,161,['DJC MacKay'],https://www.mitpressjournals.org/doi/pdfplus/10.1162/neco.1992.4.3.415
Estimation of the hemodynamic response in event-related functional MRI: Bayesian networks as a framework for efficient Bayesian modeling and inference,IEEE transactions on …,2004,43,2,"['G Marrelec', 'P Ciuciu', 'M Pélégrini-Issac']",https://hal-cea.archives-ouvertes.fr/file/index/docid/333687/filename/Marrelec04.pdf
Convergent functional genomics: a Bayesian candidate gene identification approach for complex disorders,Methods,2005,44,2,"['B Bertsch', 'CA Ogden', 'K Sidhu', 'H Le-Niculescu']",http://neurophenomics.info/docs/bertsch_CFG_bayesian_2005.pdf
Comparison and evaluation of segmentation techniques for subcortical structures in brain MRI,… Conference on Medical …,2008,101,7,"['KO Babalola', 'B Patenaude', 'P Aljabar']",https://link.springer.com/content/pdf/10.1007/978-3-540-85988-8_49.pdf
Handling multiplicity in neuroimaging through Bayesian lenses with multilevel modeling,Neuroinformatics,2019,23,7,"['G Chen', 'Y Xiao', 'PA Taylor', 'JK Rajendra', 'T Riggins']",https://www.biorxiv.org/content/10.1101/238998v2.full
Hierarchical brain mapping via a generalized Dirichlet solution for mapping brain manifolds,Vision …,1995,109,4,"['SC Joshi', 'MI Miller', 'GE Christensen']",https://www.researchgate.net/profile/Sarang_Joshi3/publication/239294907_Hierarchical_brain_mapping_via_a_generalized_Dirichlet_solution_for_mapping_brain_manifolds/links/0c96052dd6fc45ff97000000/Hierarchical-brain-mapping-via-a-generalized-Dirichlet-solution-for-mapping-brain-manifolds.pdf
Accelerated physical emulation of Bayesian inference in spiking neural networks,Frontiers in …,2019,10,3,"['AF Kungl', 'S Schmitt', 'J Klähn', 'P Müller']",https://www.frontiersin.org/articles/10.3389/fnins.2019.01201/full
A Bayesian method for reducing bias in neural representational similarity analysis,Advances in Neural …,2016,24,4,"['M Cai', 'NW Schuck', 'JW Pillow', 'Y Niv']",https://papers.nips.cc/paper/6131-average-case-hardness-of-rip-certification.pdf
The Size-Weight Illusion is not anti-Bayesian after all: a unifying Bayesian account,PeerJ,2016,68,11,"['MAK Peters', 'WJ Ma', 'L Shams']",https://peerj.com/articles/2124/
Incorporating FMRI functional networks in EEG source imaging: a Bayesian model comparison approach,Brain topography,2012,14,1,"['X Lei', 'J Hu', 'D Yao']",https://www.researchgate.net/profile/Xu_Lei8/publication/51103013_Incorporating_fMRI_Functional_Networks_in_EEG_Source_Imaging_A_Bayesian_Model_Comparison_Approach/links/02e7e527c740ab4023000000/Incorporating-fMRI-Functional-Networks-in-EEG-Source-Imaging-A-Bayesian-Model-Comparison-Approach.pdf
Bayesian inference with probabilistic population codes,Nature neuroscience,2006,1458,91,"['WJ Ma', 'JM Beck', 'PE Latham', 'A Pouget']",http://amygdala.psychdept.arizona.edu/Jclub/Ma-Beck-Latham-Pouget+Bayesian+2006.pdf
Bayesian integration of position and orientation cues in perception of biological and non-biological forms,Frontiers in human neuroscience,2014,14,1,"['SM Thurman', 'H Lu']",https://www.frontiersin.org/articles/10.3389/fnhum.2014.00091/full
Genetic algorithm and bayesian linear discriminant analysis based channel Selection method for P300 BCI,… Conference on Intelligent …,2012,13,1,"['CY Kee', 'RMK Chetty', 'BH Khoo']",https://www.researchgate.net/profile/KUPPAN_CHETTY_Ramanathan/publication/279385988_Genetic_Algorithm_and_Bayesian_Linear_Discriminant_Analysis_Based_Channel_Selection_Method_for_P300_BCI/links/5ed5bae7458515294527f44b/Genetic-Algorithm-and-Bayesian-Linear-Discriminant-Analysis-Based-Channel-Selection-Method-for-P300-BCI.pdf
The prefrontal cortex makes the brain a preadaptive system,Proceedings of the IEEE,2014,40,5,['JM Fuster'],https://www.researchgate.net/profile/Joaquin_Fuster2/publication/262056110_The_Prefrontal_Cortex_Makes_the_Brain_a_Preadaptive_System/links/5543afa10cf23ff71685212c/The-Prefrontal-Cortex-Makes-the-Brain-a-Preadaptive-System.pdf
Bayesian clustering methods for morphological analysis of MR images,… Symposium on Biomedical …,2002,12,0,"['H Peng', 'E Herskovits']",https://www.academia.edu/download/30789363/2002_ISBI_bma.pdf
Bayesian inverse analysis of neuromagnetic data using cortically constrained multiple dipoles,Human brain …,2007,17,1,"['T Auranen', 'A Nummenmaa']",https://onlinelibrary.wiley.com/doi/pdf/10.1002/hbm.20334
Learning discriminative Bayesian networks from high-dimensional continuous neuroimaging data,IEEE transactions on …,2015,24,3,"['L Zhou', 'L Wang', 'L Liu', 'P Ogunbona']",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5708892/
Learning Bayesian network parameters from small data sets: A further constrained qualitatively maximum a posteriori method,International Journal of …,2017,14,2,"['Z Guo', 'X Gao', 'H Ren', 'Y Yang', 'R Di', 'D Chen']",https://openresearch.lsbu.ac.uk/download/04dfcd3cec03cdc54b4a183472413f259615e62db5e207999e60985a76a238e4/140298/IJAR-David-V10.pdf
Classical and Bayesian inference in neuroimaging: theory,NeuroImage,2002,667,33,"['KJ Friston', 'W Penny', 'C Phillips', 'S Kiebel', 'G Hinton']",https://orbi.uliege.be/jspui/bitstream/2268/84738/1/Friston_K_2002_Neuroimage_16_2_465.pdf
Neural networks for efficient bayesian decoding of natural images from retinal neurons,BioRxiv,2017,42,8,"['N Parthasarathy', 'E Batty', 'W Falcon', 'T Rutten', 'M Rajpal']",https://www.biorxiv.org/content/biorxiv/early/2018/05/28/153759.full.pdf
Bayesian model selection maps for group studies,Neuroimage,2010,67,5,"['MJ Rosa', 'S Bestmann', 'L Harrison', 'W Penny']",https://www.sciencedirect.com/science/article/pii/S105381190900963X
Bayesian optimization of time perception,Trends in cognitive sciences,2013,212,23,"['Z Shi', 'RM Church', 'WH Meck']",https://www.academia.edu/download/45623545/Bayesian_optimization_of_time_perception20160514-15255-1ux3c0d.pdf
Artificial neural network enhanced Bayesian PET image reconstruction,IEEE transactions on medical imaging,2018,41,10,"['B Yang', 'L Ying', 'J Tang']",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6132251/
A Bayesian account of the sensory-motor interactions underlying symptoms of Tourette syndrome,Frontiers in psychiatry,2019,20,6,"['CL Rae', 'HD Critchley', 'AK Seth']",https://www.frontiersin.org/articles/10.3389/fpsyt.2019.00029/full
Lip-reading aids word recognition most in moderate noise: a Bayesian explanation using high-dimensional feature space,PloS one,2009,179,13,"['WJ Ma', 'X Zhou', 'LA Ross', 'JJ Foxe', 'LC Parra']",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0004638
"Prediction, cognition and the brain",Frontiers in human …,2010,668,55,"['A Bubic', 'DY Von Cramon', 'RI Schubotz']",https://www.frontiersin.org/articles/10.3389/fnhum.2010.00025/full
Bayesian fMRI data analysis with sparse spatial basis function priors,NeuroImage,2007,131,8,"['G Flandin', 'WD Penny']",https://ueapsylabs.co.uk/sites/wpenny/publications/gf_sparse_vb.pdf
Sub-band common spatial pattern (SBCSP) for brain-computer interface,2007 3rd International IEEE …,2007,278,18,"['Q Novi', 'C Guan', 'TH Dat', 'P Xue']",http://users.rsise.anu.edu.au/~nquadrianto/QuaCunDatXue07.pdf
11 A Bayesian model of imitation in infants and robots,NA,2007,139,9,"['RPN Rao', 'AP Shon', 'AN Meltzoff']",http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.391.6156&rep=rep1&type=pdf
The periaqueductal gray and Bayesian integration in placebo analgesia,Elife,2018,42,10,"['A Grahl', 'S Onat', 'C Büchel']",https://elifesciences.org/articles/32930.pdf
Functional integration and inference in the brain,Progress in neurobiology,2002,314,15,['K Friston'],https://www.fil.ion.ucl.ac.uk/~karl/Functional%20integration%20and%20inference%20in%20the%20brain.pdf
Bayesian comparison of neurovascular coupling models using EEG-fMRI,PLoS Comput Biol,2011,25,2,"['MJ Rosa', 'JM Kilner', 'WD Penny']",https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1002070
Morphological correlates to cognitive dysfunction in schizophrenia as studied with Bayesian regression,BMC …,2006,61,3,"['G Lawyer', 'H Nyman', 'I Agartz']",https://bmcpsychiatry.biomedcentral.com/articles/10.1186/1471-244X-6-31
"Automatic Bayesian classification of healthy controls, bipolar disorder, and schizophrenia using intrinsic connectivity maps from FMRI data",IEEE Transactions on …,2010,76,6,"['JI Arribas', 'VD Calhoun', 'T Adali']",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2982883/
Brain connectivity analysis: a short survey.,Computational …,2012,120,12,"['EW Lang', 'AM Tomé', 'IR Keck']",https://psycnet.apa.org/record/2014-36200-001
Seeing: The computational approach to biological vision,NA,2010,140,11,"['JP Frisby', 'JV Stone']",https://pdfs.semanticscholar.org/b525/b269d9b91f42331e06fa006fc54f9a59f032.pdf
Sequential Bayesian decoding with a population of neurons,Neural Computation,2003,27,1,"['S Wu', 'D Chen', 'M Niranjan', 'S Amari']",https://bsi-ni.brain.riken.jp/database/file/252/258.pdf
A Bayesian matrix factorization model for relational data,arXiv preprint arXiv:1203.3517,2012,56,5,"['AP Singh', 'G Gordon']",https://arxiv.org/pdf/1203.3517
A Bayesian framework for simultaneously modeling neural and behavioral data,NeuroImage,2013,160,17,"['BM Turner', 'BU Forstmann', 'EJ Wagenmakers']",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4140412/
An efficient P300-based brain–computer interface for disabled subjects,Journal of Neuroscience …,2008,929,66,"['U Hoffmann', 'JM Vesin', 'T Ebrahimi']",https://infoscience.epfl.ch/record/101093/files/manuscript.pdf
Bayesian integration of information in hippocampal place cells,PLOS one,2014,28,3,"['T Madl', 'S Franklin', 'K Chen', 'D Montaldi', 'R Trappl']",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0089762
Brain networks for confidence weighting and hierarchical inference during probabilistic learning,Proceedings of the National …,2017,74,14,"['F Meyniel', 'S Dehaene']",https://www.pnas.org/content/pnas/114/19/E3859.full.pdf
Bayesian population decoding of motor cortical activity using a Kalman filter,Neural …,2006,469,29,"['W Wu', 'Y Gao', 'E Bienenstock', 'JP Donoghue']",https://www.mitpressjournals.org/doi/pdfplus/10.1162/089976606774841585
Bayesian models of interval timing and distortions in temporal memory as a function of Parkinson's disease and dopamine-related error processing,Time Distortions in …,2015,45,6,"['BM Gu', 'AJ Jurkowski', 'JI Lake', 'C Malapani']",https://library.oapen.org/bitstream/handle/20.500.12657/32223/613387.pdf?sequence=1#page=303
Reconstruction of large-scale gene regulatory networks using bayesian model averaging,IEEE Transactions on NanoBioscience,2012,23,2,"['H Kim', 'E Gelenbe']",https://ieeexplore.ieee.org/iel5/7728/6298028/06298039.pdf
A hierarchical Bayesian model of invariant pattern recognition in the visual cortex,Proceedings. 2005 IEEE International …,2005,336,19,"['D George', 'J Hawkins']",http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.132.6744&rep=rep1&type=pdf
Recognizing deviations from normalcy for brain tumor segmentation,International Conference on Medical …,2002,163,8,"['DT Gering', 'WEL Grimson', 'R Kikinis']",https://link.springer.com/content/pdf/10.1007/3-540-45786-0_48.pdf
Neurocognition in patients with brain metastases treated with radiosurgery or radiosurgery plus whole-brain irradiation: a randomised controlled trial,The lancet oncology,2009,1963,151,"['EL Chang', 'JS Wefel', 'KR Hess', 'PK Allen', 'FF Lang']",https://www.academia.edu/download/48820094/Chang_E._L._et_al._Neurocognition_in_pat20160913-10622-4btz24.pdf
Bayesian data analysis for newcomers,Psychonomic bulletin & review,2018,210,52,"['JK Kruschke', 'TM Liddell']",https://link.springer.com/article/10.3758/s13423-017-1272-1
Data mining in brain imaging,… Methods in Medical …,2000,106,4,"['V Megalooikonomou', 'J Ford', 'L Shen']",https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.63.2728&rep=rep1&type=pdf
Bayesian construction of geometrically based cortical thickness metrics,NeuroImage,2000,133,6,"['MI Miller', 'AB Massie', 'JT Ratnanather', 'KN Botteron']",https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.462.7770&rep=rep1&type=pdf
Sparse Bayesian multi-task learning for predicting cognitive outcomes from neuroimaging measures in Alzheimer's disease,… IEEE Conference on …,2012,80,8,"['J Wan', 'Z Zhang', 'J Yan', 'T Li', 'BD Rao']",https://www.researchgate.net/profile/Zhilin_Zhang/publication/259910619_Sparse_Bayesian_Multi-Task_Learning_for_Predicting_Cognitive_Outcomes_from_Neuroimaging_Measures_in_Alzheimer's_Disease/links/02e7e52e8612391a9a000000.pdf
Bayesian population receptive field modelling,Neuroimage,2018,40,10,"['P Zeidman', 'EH Silson', 'DS Schwarzkopf', 'CI Baker']",https://www.sciencedirect.com/science/article/pii/S1053811917307462
Multi-resolution Bayesian regression in PET dynamic studies using wavelets,Neuroimage,2006,53,3,"['FE Turkheimer', 'JAD Aston', 'MC Asselin', 'R Hinz']",https://tauruspet.med.yale.edu/staff/edm42/IUPUI-website/emorris.tar/emorris/emorris/TracerKineticsCourse2006/Papers/Wavelets/Turkheimer%20FE%20Multi-resolution%20Bayesian%20regression%20in%20PET%20dynamic%20studies%20using%20wavelets..pdf
Inferring on the intentions of others by hierarchical Bayesian learning,PLoS Comput …,2014,141,17,"['AO Diaconescu', 'C Mathys', 'LAE Weber']",https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1003810
"Autistic traits, but not schizotypy, predict increased weighting of sensory information in Bayesian visual integration",ELife,2018,38,9,"['P Karvelis', 'AR Seitz', 'SM Lawrie', 'P Seriès']",https://elifesciences.org/articles/34115.pdf
Bayesian calibration of simultaneity in audiovisual temporal order judgments,PloS one,2012,43,4,"['S Yamamoto', 'M Miyazaki', 'T Iwano', 'S Kitazawa']",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0040379
A hybrid brain–computer interface based on the fusion of electroencephalographic and electromyographic activities,Journal of neural …,2011,189,17,"['R Leeb', 'H Sagha', 'R Chavarriaga']",https://infoscience.epfl.ch/record/158666/files/rleeb_fusion_JNE_1741-2552_8_2_025011_1.pdf
Automatic system for Alzheimer's disease diagnosis using eigenbrains and bayesian classification rules,… Work-Conference on …,2009,15,1,"['M López', 'J Ramírez', 'JM Górriz', 'I Álvarez']",http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.653.8654&rep=rep1&type=pdf
Bayesian models of object perception,Current opinion in neurobiology,2003,348,18,"['D Kersten', 'A Yuille']",https://escholarship.org/content/qt7kw629wp/qt7kw629wp.pdf
Bayesian decoding of neural spike trains,Annals of the Institute of …,2010,51,4,"['S Koyama', 'UT Eden', 'EN Brown', 'RE Kass']",https://www.ism.ac.jp/editsec/aism/pdf/062_1_0037.pdf
Bayesian network analysis revealed the connectivity difference of the default mode network from the resting-state to task-state,Frontiers in computational neuroscience,2014,13,1,"['X Wu', 'X Yu', 'L Yao', 'R Li']",https://www.frontiersin.org/articles/10.3389/fncom.2014.00118/full
Cognitive tasks for driving a brain-computer interfacing system: a pilot study,IEEE transactions on …,2004,175,9,"['E Curran', 'P Sykacek', 'M Stokes']",https://www.uwo.ca/bmi/owenlab/pdf/2003-Curran-IEEE%20Transactions-Cognitive%20Tasks%20for%20Driving%20a%20Brain-Computer%20Interfacing%20System.pdf
Laban Movement Analysis using a Bayesian model and perspective projections,"Brain, Vision and AI",2008,23,1,"['J Rett', 'J Dias', 'JM Ahuactzin']",https://www.academia.edu/download/30822423/InTech-Laban_movement_analysis_using_a_bayesian_model_and_perspective_projections.pdf
Altered microRNA expression profiles in postmortem brain samples from individuals with schizophrenia and bipolar disorder,Biological …,2011,265,24,"['MP Moreau', 'SE Bruse', 'R David-Rus', 'S Buyske']",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3038345/
Bayesian mapping reveals that attention boosts neural responses to predicted and unpredicted stimuli,Cerebral Cortex,2018,30,7,"['MI Garrido', 'EG Rowe', 'V Halász', 'JB Mattingley']",https://academic.oup.com/cercor/article/28/5/1771/3571164
Spatiotemporal sparse Bayesian learning with applications to compressed sensing of multichannel physiological signals,IEEE transactions on …,2014,86,10,"['Z Zhang', 'TP Jung', 'S Makeig', 'Z Pi']",https://arxiv.org/pdf/1404.5122
Redundancy reduction revisited,Network: computation in neural systems,2001,670,31,['H Barlow'],https://www.uv.es/vista/vistavalencia/overview/barlow.pdf
A Bayesian heteroscedastic GLM with application to fMRI data with motion spikes,NeuroImage,2017,15,3,"['A Eklund', 'MA Lindquist', 'M Villani']",https://arxiv.org/pdf/1612.00690
Free will in Bayesian and inverse Bayesian inference-driven endo-consciousness,Progress in biophysics and …,2017,13,2,"['YP Gunji', 'M Minoura', 'K Kojima', 'Y Horry']",https://www.researchgate.net/profile/Yukio-Pegio_Gunji/publication/317949489_Free_will_in_Bayesian_and_inverse_Bayesian_inference-driven_endo-consciousness/links/5f1af838299bf1720d6049b6/Free-will-in-Bayesian-and-inverse-Bayesian-inference-driven-endo-consciousness.pdf
Bayesian model selection and averaging,… analysis of functional brain …,2006,41,2,"['WD Penny', 'J Mattout', 'N Trujillo-Barreto']",https://www.fil.ion.ucl.ac.uk/~wpenny/publications/spm-book/selection.pdf
Non-stationary magnetoencephalography by Bayesian filtering of dipole models,Inverse Problems,2003,74,3,"['E Somersalo', 'A Voutilainen', 'JP Kaipio']",https://www.researchgate.net/profile/Jari_Kaipio/publication/216213713_Non-stationary_magnetoencephalography_by_Bayesian_filtering_of_dipole_models/links/55f1c26108aef559dc492dbf.pdf
A Bayesian framework that integrates multi-omics data and gene networks predicts risk genes from schizophrenia GWAS data,Nature …,2019,59,19,"['Q Wang', 'R Chen', 'F Cheng', 'Q Wei', 'Y Ji', 'H Yang']",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6646046/
Bayesian learning and inference in recurrent switching linear dynamical systems,Artificial Intelligence …,2017,93,18,"['S Linderman', 'M Johnson', 'A Miller']",http://proceedings.mlr.press/v54/linderman17a/linderman17a.pdf
Does predictive coding have a future?,Nature neuroscience,2018,170,42,['K Friston'],https://discovery.ucl.ac.uk/id/eprint/10056744/1/Friston_News%20and%20views.pdf
On Bayesian problem-solving: helping Bayesians solve simple Bayesian word problems,Frontiers in …,2015,10,1,"['M Sirota', 'G Vallée-Tourangeau']",https://www.frontiersin.org/articles/10.3389/fpsyg.2015.01141/full
Enhancement of morphological and vascular features in OCT images using a modified Bayesian residual transform,Biomedical optics express,2018,15,3,"['B Tan', 'A Wong', 'K Bizheva']",https://www.osapublishing.org/viewmedia.cfm?uri=boe-9-5-2394&seq=0
